outcome,spec_order,spec,spec_label,sample,term,term_label,coef,se,pvalue_cluster_t,nobs,clusters,formula
beta,6,f_acquirer_no_bans,(f-acq) Acquirer only; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.627919045985132,0.22728052496460785,0.008212579882971248,846,47,beta ~ cu_x_rep_trifecta_acq + C(state) + C(year)
beta,7,f_contemporaneous_no_bans,(f-t) R trifecta (t) only; no ban terms,full,rep_trifecta,R trifecta (t),-0.3236930206545603,0.11317793186473706,0.00634925282234586,846,47,beta ~ rep_trifecta + C(state) + C(year)
beta,8,f_lagged_no_bans,(f-lag) R trifecta (t-1) only; no ban terms,full,rep_trifecta_lag,R trifecta (t-1),-0.4063991230856593,0.12148111904742977,0.0016430969966343169,799,47,beta ~ rep_trifecta_lag + C(state) + C(year)
beta,9,f_redmap_no_bans,(f-map) REDMAP only; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.6340087561976353,0.30790190984324284,0.045169339736437226,846,47,beta ~ cu_x_redmap + C(state) + C(year)
beta,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_rep_trifecta_acq,CU x R-trifecta acquirer,-0.5309318285132554,0.2230412188311168,0.021492028309553473,846,47,beta ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
beta,10,f_both_no_bans,(f) Acquirer + REDMAP; no ban terms,full,cu_x_redmap,CU x REDMAP,-0.3210611336999776,0.29063225193498293,0.2750350099568233,846,47,beta ~ cu_x_rep_trifecta_acq + cu_x_redmap + C(state) + C(year)
beta,11,g0_restricted_baseline,Restricted baseline (13 CorpUnion + 26 controls),restricted,cu_x_corp_union,CU x CorpUnion,-0.6786647946092594,0.2199064036364743,0.0037730725351242805,702,39,beta ~ cu_x_corp_union + C(state) + C(year)
beta,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,cu_x_corp_union,CU x CorpUnion,-0.6303301659813163,0.22183967673735744,0.007183245372088728,702,39,beta ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
beta,12,g_restricted_contemporaneous,(g) Restricted + R trifecta (t),restricted,rep_trifecta,R trifecta (t),-0.2185565816220389,0.1119813054000843,0.05836991875270917,702,39,beta ~ cu_x_corp_union + rep_trifecta + C(state) + C(year)
beta,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,cu_x_corp_union,CU x CorpUnion,-0.5866323072476844,0.21517811146062488,0.009635918207282136,663,39,beta ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
beta,13,g_restricted_lagged,(g-lag) Restricted + R trifecta (t-1),restricted,rep_trifecta_lag,R trifecta (t-1),-0.3055525224202752,0.1301233365485152,0.024171590841235283,663,39,beta ~ cu_x_corp_union + rep_trifecta_lag + C(state) + C(year)
